,title,year,is_Chinese_paper_lingua_f
1852157,Optimal Antenna Location for Circular Layout Distributed Antenna Systems with Uplink Selected Maximal Ratio Combining,2012.0,English
760418,Ultraviolet Characteristics of Corona Discharge in Extremely Non-uniform Electric Field under Composite AC-DC Voltage,2016.0,English
958321,基于Bell态纠缠交换的量子盲签名方案,2019.0,Chinese
1844720,Research on Cs activation mechanism for Ga0.5Al0.5As(0 0 1)and GaN(0 0 0 1) surface,2014.0,English
1941619,A Study on approval lag of innovative new drug in China,2017.0,English
1027411,A novel de novo mutation in LKB1 gene in a Chinese Peutz Jeghers syndrome patient significantly diminished p53 activity,2011.0,English
1503811,Designed synthesis of TS-1 crystals with controllable b-oriented length,2011.0,English
443316,Cotton GhMYB7 is predominantly expressed in developing fibers and regulates secondary cell wall biosynthesis in transgenic Arabidopsis,2016.0,English
1948668,Fluorescence spectroscopic analysis on interaction of fleroxacin with pepsin.,2013.0,English
661902,Enhanced cross-plane thermal conductivity and high resilience of three-dimensional hierarchical carbon nanocoil&amp;ndash;graphite nanocomposites,2014.0,English
1123210,Stochastic Comparisons and Optimal Allocation for Policy Limits and Deductibles,2014.0,English
1280681,CYP3A4*1G对CYP3A4启动子的转录调控,2013.0,Chinese
1629770,干散货运价指数与钢材价格的联动关系,2016.0,Chinese
69768,Investigation into DynamicResponse of a Three-point Bend Specimen in a Hopkinson Bar Loaded Fracture Testusing Numerical Methods,2015.0,English
1881781,Fast andDeterministic Hash Table Lookup Using Discriminative Bloom Filters,2013.0,English
1846699,Dynamic Scheduling of Mobile-Robotic Warehouse Logistics System,2016.0,English
1092378,基于功能和联接的装备体系结构,2012.0,Chinese
1159728,组织学习能力的个性优势识别与评价研究,2011.0,Chinese
224551,Self-Sacrificing Templated Formation of Co3O4/ZnCo2O4 composite hollow Nanostructures for Highly Sensitive Detecting Acetone Vapor,2018.0,English
1266224,基于五运六气研究重性抑郁和双相情感障碍禀赋和发病相关性,2018.0,Chinese
1791476,Finite-Frequency Model Reduction of Takagi-Sugeno Fuzzy Systems,2016.0,English
1373483,利用光子回声技术产生光的三体纠缠态 的研究,2016.0,Chinese
1336897,Maternal Deprivation Enhances Contextual Fear Memory via Epigenetically Programming Second-Hit Stress-Induced Reelin Expression in Adult Rats,2018.0,English
825473,Effect of TiB2 -doping on the microstructure and mechanical properties of Mg-Zn-Y-Mn alloy,2018.0,English
1001481,基于广义污点传播模型的操作系统访问控制,2011.0,Chinese
1955475,TWEAK/Fn14途径在皮肤血管炎中的作用研究,2012.0,Chinese
697473,Growth and high-valued products accumulation characteristics of microalgae in saline-alkali leachate from Inner Mongolia,2019.0,English
1291239,miRNA-mRNA crosstalk in myocardial ischemia induced by calcified aortic valve stenosis,2019.0,English
1786551,Effect of Sand and Dust Storms on Microwave Propagation,2013.0,English
1067150,Automatic extraction and quantitative analysis of Chinese separable words,2016.0,English
1347895,慢病毒介导的RNA干扰沉默RRS1基因对乳腺癌细胞MCF-7生物学行为的影响,2018.0,Chinese
1110486,“热钱”变动及其影响因素,2015.0,Chinese
2316365,Dendrobium nobile Lindl. alkaloids regulate metabolism gene expression in livers of mice,2017.0,English
2177645,A new non-autonomous model for migratory birds with Leslie-Gower Holling-type II schemes and saturation recovery rate,2017.0,English
1069781,面向区域目标的敏捷卫星非沿迹条带划分方法,2016.0,Chinese
342875,Alumina-encapsulated vaccine formulation with improved thermostability and immunogenicity,2016.0,English
541335,滴灌对农田土壤CO2和N2O产生与排放的影响研究进展,2014.0,Chinese
989369,流速/温度共采的光纤布拉格光栅涡轮流速传感器,2014.0,Chinese
801060,The analysis of the influence of different rock and soil qualities on the loss of anchorage force,2011.0,English
2021823,High expression of lysine-specific demethylase 1 correlates with poor prognosis of patients with esophageal squamous cell carcinoma,2013.0,English
2145290,A membrane-inspired algorithm with memory mechanism for Knapsack problem,2013.0,English
926865,基于半导体光放大器的光学向量矩阵乘法器的实现方法,2012.0,Chinese
885411,偏馈偏焦抛物面卫星天线辐射方向图分析,2014.0,Chinese
482605,Regional changes in the annual mean Hadley circulation in recent decades,2014.0,English
1945634,A method for large group decision-making based on evaluation information provided by participators from multiple groups,2016.0,English
476464,颗粒组成与泥石流运动的涨落,2016.0,Chinese
2080207,Long-range RNA pairings contribute to mutually exclusive splicing,2016.0,English
2045830,实验室天体物理研究进展介绍,2016.0,Chinese
772057,A traffic flow based planning strategy for optimal siting and sizing of charging stations,2015.0,English
2584,基于希氏变换的超声基频算法估计骨小梁间距,2015.0,Chinese
1736475,附加气室容积可调空气悬架模糊控制研究,2015.0,Chinese
702835,荷载非对称分布下单层球壳的动力倒塌振动台试验研究,2015.0,Chinese
799325,钙基水合改性飞灰吸附剂脱除模拟烟气中SO_2的实验研究,2017.0,Chinese
1845921,Robust moving object detection using compressed sensing,2015.0,English
1401220,Thermodynamic properties and shear viscosity over entropy density ratio of nuclear fireball in a quantum-molecular dynamics model,2013.0,English
1298427,Rapid detection and genotyping of ALK fusion variants by adapter multiplex PCR and high-resolution melting analysis,2020.0,English
1613165,A method for the automatic calculation of electron density profiles from vertical incidence ionograms,2014.0,English
2101458,Intrinsic high cycle fatigue behavior of ultrafine grained pure Cu with stable structure,2016.0,English
2068583,"Comb like Thermoresponsive Polymers with Sharp Transitions: Synthesis, Characterization, and Their Use as Sensitive Colorimetric Sensors",2011.0,English
378004,Marc145细胞SHP-1、SHP-2结构域的克隆表达及抗体的制备与纯化,2015.0,Chinese
501191,Spatial Patterns of Distinct Urban Growth Forms in Relation to Roads and Pregrowth Urba n Areas: Case of theNanjing Metropolitan Region in China,2014.0,English
1625309,南海珠江口盆地深水区混合沉积类型及其形成机制,2018.0,Chinese
193210,磷酸三苯酯对斑马鱼早期生命阶段的神经毒性研究,2016.0,Chinese
1048197,Characteristics of Coupling Capacitance Between Signal–Ground TSVs Considering MOS Effect in Silicon Interposers,2015.0,English
2289026,世界稀土生产与消费结构分析,2014.0,Chinese
1265591,Two level hybrid surgical reconstruction of the cervical spine : A kinematic study in whole cadavers,2014.0,English
922994,Test Case Generation from Conjunctions of Predicates with Model Checking,2014.0,English
769228,钼尾矿制备贝利特水泥熟料早期性能研究,2015.0,Chinese
1446025,A highly porous agw-type metal&amp;ndash;organic framework and its CO2 and H2 adsorption capacity,2013.0,English
778635,Possible pitfall in sample preparation for SEM analysis - A discussion of the paper Fabrication of polycarboxylate/graphene oxide nanosheet composites by copolymerization for reinforcing and toughening cement composites by Lv et al.,2017.0,English
525625,滇池典型陆生和水生植物溶解性有机质组分的光谱分析,2013.0,Chinese
356721,Establishment of the stable LMH cell line SIRT1 Knockeddown,2017.0,English
689405,Defects control for improved electrical properties in (Ba0.8Sr0.2)(Zr0.2Ti0.8)O-3 films by Co acceptor doping,2011.0,English
2128501,Remote sensing for aerosol particles in marine atmosphere using scattering of optical vortex,2017.0,English
1874676,Wind speed prediction using reduced support vector machines with feature selection,2015.0,English
2093452,中国典型山地冰川平衡线的影响因素分析,2014.0,Chinese
1865866,隐藏访问结构的高效基于属性加密方案,2015.0,Chinese
1675641,Reduced graphene oxide (RGO) modified spongelike polypyrrole (PPy) aerogel for excellent electromagnetic absorption,2015.0,English
2283447,Effects of thermal and electrical histories on structure and dielectric behaviors of (Li0.5Nd0.5)2+-modified (Bi0.5Na0.5)TiO3-BaTiO3 ceramics,2017.0,English
430201,毒害艾美耳球虫第二代裂殖子cDNA文库的构建,2015.0,Chinese
832559,A case study of the effect of parking vehicle on the outdoor thermal environment,2014.0,English
1805231,Joint Source-Channel Estimation Using Accumulated LDPC Syndrome,2010.0,English
621310,A thermoelectric power generation solution and numerical simulation for industrial gas phase waste heat recovery,2017.0,English
178026,N-GQDs and Eu3+ co-encapsulated anionic MOFs: two-dimensional luminescent platform for decoding benzene homologues,2016.0,English
1946624,Cooperative quality investment in outsourcing,2015.0,English
2230334,Genomic Comparison and Population Diversity Analysis Provide Insights into the Domestication and Improvement of Flax,2020.0,English
709659,"Benzothiadiazole, hexylthiophen and alkoxy benzene based solution processable copolymer: Effect of the electron withdrawing substituents (fluorine atoms) on electrochemical, optical and electrochromic properties",2018.0,English
1682053,旋转冲压压缩转子试验系统变工况数值研究,2015.0,Chinese
1140221,Lessons from seru production on manufacturing competitively in a high cost environment,2017.0,English
1382050,Applicability of the systematic helium-3 potential for triton-nucleus reactions,2015.0,English
1102094,基于定价的财务特征对担保双方行为选择机理研究,2016.0,Chinese
1377483,Focused-ion-beam overlay-patterning of three-dimensional diamond&lt;br /&gt;structures for advanced single-photon properties,2014.0,English
124215,Regularity for minimizers of functionals with variable growth and discontinuous coefficients,2014.0,English
1767193,Effects of N doping and NH2 grafting on the mechanical and wrinkling properties of graphene sheets,2012.0,English
1439428,The study on the location of the reflect optical element in optical testing and assembling,2014.0,English
1843110,皮带机系统H&infin;控制器及降阶研究,2012.0,Chinese
2011654,Genus Distribution of Bacteria and Fungi Associated with Keratitis in a Large EyeCenter Located in Southern China,2016.0,English
1370343,Shot noise and electronic properties in the inversion symmetric Weyl semimetal resonant structure,2018.0,English
2017818,A New Mutation Idetified in an Imatinib and Nilotinib Resistant Chronic Myeloid Leukemia Patient,2016.0,English
630968,"Influence of Cu Content on the Structure, Mechanical, Friction and Wear Properties of VCN–Cu Films",2018.0,English
1308214,骨髓细胞中脂素Lipin-1基因的缺失可以激活激素纤维母细胞生长因子15-脂联素轴减轻小鼠的酒精性肝损伤,2016.0,Chinese
1678437,断层倾角对逆断层活化规律影响的模拟分析,2016.0,Chinese
2138600,Selecting good regions to deblur via relative total variation,2017.0,English
551672,THE TIDAL COULOMB FAILURE STRESSES ON VARIOUS KINDS OF SEISMIC FAULT,2011.0,English
2051133,Existence of solutions to an initial–boundary value problem of multidimensional radiation hydrodynamics,2011.0,English
1146324,Research on Risk Assessment and Control Decision-making of Collaborative R&D Between Main Manufacturer and Suppliers for Aviation Complex Products,2016.0,English
1250464,DACH1 inhibits the proliferation and invasion of lung adenocarcinoma through the downregulation of peroxiredoxin 3.,2016.0,English
785975,火星巡视器鼓形车轮仿生设计及性能分析,2015.0,Chinese
484676,东营凹陷现今大规模超压系统整体分布特征及主控因素,2012.0,Chinese
26293,Remote creation of quantum coherence,2016.0,English
361703,Caveolae Contributes to Receptor-Operated Ca2+ Entry in Aortas of 2K1C Hypertensive Rats.,2016.0,English
1911176,Flexible Uplink MU-MIMO Scheduling in Unlicensed Spectrum,2017.0,English
5714,部分可观测车辆系统非线性随机振动的最优控制,2018.0,Chinese
1683217,"Density,Height Limitation, and Plot Pattern: Quantitative Description of the Residential Plots, Nanjing, China",2012.0,English
807748,Numerical simulation and analysis of thermal stress distributions for a planar solid oxide fuel cell stack with external manifold structure,2018.0,English
2239326,内蒙古黄旗海中晚全新世（3580~1630cal.a B.P.）气候环境记录,2016.0,Chinese
283038,Ion-imprinted magnetic nanoparticles for specific separation and concentration of ultra-trace methyl mercury from aqueous sample,2017.0,English
1267168,Expanded strain coverage for a highly successful public health tool: Prophylactic 9-valent human papillomavirus vaccine,2017.0,English
1426672,The kinematics of an untwisting solar jet in a polar coronal hole observed by SDO/AIA,2012.0,English
1886502,基于ESN的CPG模型力反馈设计与分析,2013.0,Chinese
1628903,Study on Driving Deceleration Model on Horizontal Curve Sections of Mountainous Highways,2012.0,English
2238554,Construction and Application of 3D Geological Models for Attribute-oriented Information Expression,2015.0,English
1064372,Graphene Based Field Effect Transistor AnalogRF Performance Analysis from Non-equilibrium Green's Function Simulation,2019.0,English
1713428,Degradation of refractory organic compounds by photocatalytic fuel cell with solar responsive WO3/FTO photoanode and air-breathing cathode,2017.0,English
1636336,地铁基坑施工变形过程模拟和稳定性参数分析,2016.0,Chinese
505617,The adaptation of Arctic phytoplankton to low light and salinity in Kongsfjorden(Spitsbergen),2012.0,English
1097528,Core Research Areas of Scientometrics: A Direct Citation Analysis,2014.0,English
1191310,基于磁声耦合效应的聚焦电刺激方法初探,2015.0,Chinese
1468390,Chiral separation of mandelic acid enantiomers using an aqueous two-phase system based on a thermo-sensitive polymer and dextran,2017.0,English
988729,求解最小属性约简的病毒协同进化微粒群算法,2012.0,Chinese
97246,Inflow in Massive Star Formation Regions,2014.0,English
1719215,Numerical Simulation Study on the Seismic Performance of the PV Module Integrated Shear Wall,2013.0,English
290189,"Preparation and characterization of porous cationic poly[styrene-co-(N,N-dimethylaminoethyl methacrylate)] nanoparticles and their adsorption of heavy metal ions in water",2018.0,English
1305350,复方夏枯草石油醚部位降压活性成分研究,2014.0,Chinese
1320545,Expression of long noncoding RNA MALAT1 gene in human nasopharyngeal carcinoma cell lines and its biological significance,2013.0,English
149240,新型微梁阵列传感系统设计与实现,2017.0,Chinese
1125733,熵权集结多维数据的事故网络节点重要度评估,2014.0,Chinese
2067175,Fate and O-methylating detoxification of Tetrabromobisphenol A (TBBPA) in two earthworms (Metaphire guillelmi and Eisenia fetida),2017.0,English
166238,Enhancing the Gelation and Bioactivity of Injectable Silk Fibroin Hydrogel with Laponite Nanoplatelets,2016.0,English
1856492,ZiFi: Exploiting Cross-Technology Interference Signatures for Wireless LAN Discovery,2014.0,English
617422,Metal organic frameworks-derived sensing material of SnO2/NiO composites for detection of triethylamine,2018.0,English
1125582,Violent injuries and regional correlates among women in China: results from 21 cities study in China,2016.0,English
1660212,氧化石墨烯提高钢结构水性膨胀防火涂料的防火性能研究,2018.0,Chinese
1356339,三角纤维软骨复合体的大体解剖和腕关节镜对比观察研究,2011.0,Chinese
180768,Synthesis of Novel Sulfanilamides as Potential Supramolecular Antimicrobial Agents,2016.0,English
1895039,Classification of Power Quality Disturbances Based on Principal Component Analysis and Support Vector Machine with Optimal Kernel-parameter,2013.0,English
112891,A survey of numerical methods for convection-diffusion optimal control problems,2014.0,English
503172,Upper mantle anisotropy beneath North China from shear wave splitting measurements,2012.0,English
1107939,西安曲江文化产业园区运营模式的特质分析,2011.0,Chinese
506121,地理背景的不确定性对时空行为模式分析的影响——基于西宁市的实证研究,2017.0,Chinese
1514311,中国广西省节腹泥蜂属一新种记述(膜翅目:方头泥蜂科)(英文),2014.0,Chinese
2237026,新疆那拉提镇洪涝灾的快速评估,2019.0,Chinese
636178,蔬菜类废物两相厌氧消化水解酸化相颗粒降解规律,2014.0,Chinese
102820,Testing photons coupled to Weyl tensor with gravitational time advancement,2018.0,English
1426950,关于交错系统拓扑熵的研究,2016.0,Chinese
346077,Functional study of acetylcholinesterase genes in Bombyx mori ovary cells using RNA interference,2012.0,English
2271687,四翼超混沌系统的动力学特性分析及其电路实现,2013.0,Chinese
1679772,曲线桥梁漂浮抗震体系地震模拟振动台试验及有限元分析,2016.0,Chinese
1822798,Joint power control and spectrum access in cognitive radio networks,2014.0,English
1510297,High-Performance and Long-Lived Cu/SiO2 Nanocatalyst for CO2 Hydrogenation,2015.0,English
2071409,Engineering Fractal MTW Zeolite Mesocrystal: Particle-Based Dendritic Growth via Twinning-Plane Induced Crystallization,2018.0,English
1808787,A two-stage optical frequency comb generator based on polarization modulators and a Mach–Zehnder interferometer,2015.0,English
1828143,通信约束广域电力系统的分布式模型预测控制,2016.0,Chinese
500625,海底沙波迁移过程原位观测简易装置设计与试验,2017.0,Chinese
1860528,A Traffic Class-based Network Selection Scheme for Heterogeneous Wireless Networks,2013.0,English
1503260,"Metal-Controlled Cycloaddition of 2-Alkynyl-1,4-benzoquinones and Styrenyl Systems: Lewis Acid versus pi Acid",2013.0,English
894761,Consensus of Networked Multi-Agent Systems with Communication Delay Compensations,2014.0,English
1005234,Reconfigurable optical microbubble-on-tip sensor for microfluidic applications,2016.0,English
1758800,"OCCURRENCE AND REMOVAL OF STEROID ESTROGENS IN THREE SEWAGE TREATMENT PLANTS IN NANJING, CHINA",2012.0,English
9188,基于消费函数模型的居民消费能力与趋势的实证分析,2012.0,Chinese
2118390,18-冠-6/KOH络合体系催化制备高通量聚酰胺反渗透膜,2015.0,Chinese
923069,PreNet: Parallel Recurrent Neural Networks for Image Classification,2019.0,English
89557,A new non-Abelian topological superfluid of cold Fermi gases in anisotropic and spin-dependent optical lattices,2013.0,English
360693,麦冬皂苷D 通过减轻内质网应激对阿霉素所致心肌损伤产生保护作用,2014.0,Chinese
1042103,Adsorption of ethanol on V2O5 (010) surface for gas-sensing applications: Ab initio investigation,2016.0,English
1141817,实效性随机对照试验:真实世界研究的重要设计,2017.0,Chinese
1006458,A new self-adaptation scheme for differential evolution,2014.0,English
1848304,Renumber strategy enhanced particle swarm optimization for cloud computing resourcescheduling,2015.0,English
1101129,间接型学术创业与大学创业教育的契合研究——以美国百森商学院为例,2016.0,Chinese
1874034,基于随机漂移粒子群算法的WSNs节点定位,2014.0,Chinese
1766215,Effects of hydrogen on the nanomechanical properties of a bulk metallic glass during nanoindentation,2017.0,English
1624015,Climatology of tropical cyclone genesis over the South China Sea,2013.0,English
2185498,Age-density relation of Main galaxies at fixed parameters or for different galaxy families,2015.0,English
1795747,BTM: Topic Modeling Over Short Texts,2014.0,English
1580887,"Changes of six selected glaciers in the Tomor region, Tian Shan, Central Asia, over the past &sim;50 years, using high-resolution remote sensing images and field surveying",2013.0,English
1311784,Focal autoimmune pancreatitis: Radiologicalcharicteristics help to distinguish fron pancreatic cancer,2013.0,English
1791778,国外云计算标准化组织介绍,2011.0,Chinese
591902,Investigation of an integrative transverse-flux linear compressor,2015.0,English
2032681,Conditional knockout of tissue factor pathway inhibitor 2 in vascular endothelial cells accelerates atherosclerotic plaque development in mice.,2016.0,English
1857075,Clustered Sparse Bayesian Learning,2015.0,English
756059,Dual endogenous stimuli-responsive polyplex micelles as smart two-step delivery nanocarriers for deep tumor tissue penetration and combating drug resistance of cisplatin,2014.0,English
1729785,利用pH增强反硝化除磷效能的研究,2015.0,Chinese
1170721,颞骨双期增强CT诊断搏动性耳鸣病因的价值研究,2013.0,Chinese
1571260,Terrain classification based on adaptive weights with airborne LiDAR data for mining area,2011.0,English
406742,Two new species and a new record of the fungivorous genus Terthrothrips from China (Thysanoptera: Phlaeothripidae),2017.0,English
1839942,A virtual network embedding algorithm based on virtual topology connection feature,2013.0,English
586538,Effect of inlet conditions on compressor intermediate duct,2015.0,English
386077,&beta;-catenin/E-cadherin复合体参与成骨细胞应力传导通路的机制研究,2012.0,Chinese
1942107,河南农村老年人健康管理服务供给分析,2016.0,Chinese
2070851,Toward the development of versatile functionalized carbon nanotubes,2015.0,English
2046500,"Isobaric yield ratios in heavy-ion reactions, and symmetry energy of neutron-rich nuclei at intermediate energies",2011.0,English
981795,A LC wireless passive temperature-pressure-humidity(TPH) sensor integrated on LTCC ceramic for harsh monitoring,2018.0,English
1214664,mTOR inhibition improves the immunomodulatory properties of human bone marrow mesenchymal stem cells by inducing COX-2 and PGE2.,2017.0,English
258268,Metal-organic framework-monolith composite-based in-tube solid phase microextraction on-line coupled to high-performance liquid chromatography-fluorescence detection for the highly sensitive monitoring of fluoroquinolones in water and food samples,2019.0,English
816602,喷射沉积Zn-30Al-1Cu 合金的微观组织和磨损性能,2015.0,Chinese
91778,A room temperature chemical route for large scale synthesis of sub-15nm ultralong CuO nanowires with strong size effect and enhanced photocatalytic activity,2012.0,English
1577859,Modeling the Evolution of Chorus Waves into Hiss Waves in the Magnetosphere,2014.0,English
198458,A&amp;nbsp;Comparative Study of Size Effects in the Au-Catalyzed Oxidative and Non-Oxidative Dehydrogenation of Benzyl Alcohol,2014.0,English
1688170,钢筋硅砂混凝土短柱轴心受压试验,2013.0,Chinese
1339211,Osteoprotegerin deficiency leads to deformation of the articular cartilage in femoral head.,2016.0,English
1236912,FOXO3 Inhibits Human Gastric Adenocarcinoma (AGS) Cell Growth by Promoting Autophagy in an Acidic Microenvironment,2018.0,English
1855651,Investigation of TMIn pulse duration effect on the properties of InAlN/GaN heterostructures grown on sapphire by pulsed metal organic chemical vapor deposition,2014.0,English
1265704,内分泌代谢病的转化医学研究,2012.0,Chinese
2180527,一类Nernst-Planck方程的梯度恢复型后验误差估计,2018.0,Chinese
247163,Combined QM(DFT)/MM Molecular Dynamics Simulations of the Deamination of Cytosine by Yeast Cytosine Deaminase (yCD),2016.0,English
16119,A new approach for computing hyper-singular interface stresses in IIBEM for solving multi-medium elasticity problems,2015.0,English
1606594,亚热带地区花岗岩风化壳上发育红土的磁性矿物转化机制——基于非磁学指标和岩石磁学的综合分析,2016.0,Chinese
617030,Numerical simulation of unsteady natural convection from heated horizontal circular cylinders in a square enclosure,2014.0,English
96387,Isotopically Selective Mass Transfer in the Q-Cascade with Losses of Working Substance,2013.0,English
1586883,Dynamics of methane oxidation responding to CH4/O2 concentration gradient in landfill biocover soil. Environmental Pollution.,2012.0,English
171346,青山湖大气氮湿沉降对富营养化的影响,2012.0,Chinese
339732,"Metagenomic analysis of ssDNA viruses in surface seawater of Yangshan Deep-Water Harbor, Shanghai, China",2018.0,English
1739085,Enhancement of dielectric and electrical properties in BT/SiC/PVDF three-phase composite through microstructure tailoring,2015.0,English
437150,The elimination of DNA from the Cry toxin-DNA complex is a necessary step in the mode of action of the Cry8 toxin,2013.0,English
395440,"Preparation, in-vitro release and antioxidant potential of formulation of apigenin with hydroxypropyl-β-cyclodextrin modified microemulsion",2016.0,English
1424980,Nearly column-orthogonal designs based on leave-one-out good lattice point sets,2017.0,English
1285107,"Prognostic significance of c Met, β catenin and FAK in patients with hepatocellular carcinoma following surgery.",2018.0,English
669552,跟踪式CPC热管真空管集热器聚光及集热特性,2015.0,Chinese
881200,参数自适应的长期IFTS预测算法,2014.0,Chinese
685046,以屈服接近度分段函数表示的非线性流变模型的程序实现,2013.0,Chinese
61287,Emulsion Self-Assembly Synthesis of Chitosan/Poly(lactic-co-glycolic acid) Stimuli-Responsive Amphiphiles,2013.0,English
1392506,Generalized composition operators from \alpha-Zygmund spaces toBloch-Orlicz spaces and Zygmund-Orlicz spaces,2015.0,English
293697,"Investigation of the substitution effect on poly(bis-3,4-ethylenedioxythiophene methine)s through solid state polymerization",2015.0,English
2029816,Changes in numbers of CD31-CD45-Sca-1+ cells and Shh signaling pathway in lung of emphysema mice and the relevant effects of acute adenovirus infection,2015.0,English
2252115,捕获溶质扩散层边界法优化二维枝晶生长的相场法模拟,2014.0,Chinese
1709995,高性能聚酰亚胺纳米纤维薄膜的电纺制备与性能研究,2013.0,Chinese
554419,高地应力隧道卸压爆破本构方程研究,2018.0,Chinese
387248,Three new species ofthe genus Quedius (subgenus Microsaurus) from China (Coleoptera:Staphylinidae: Staphylinini: Quediina),2015.0,English
1106360,The Owen Value for Fuzzy Games with a Coalition Structure,2012.0,English
2205581,pH及盐分对大丽轮枝菌微菌核形成的影响,2017.0,Chinese
2005006,性别对小鼠慢性低氧性肺动脉高压及肺动脉血管活性的影响,2014.0,Chinese
808145,引滦入津隧洞工程上覆堆载影响安全评价研究,2013.0,Chinese
785308,较大管径中两相流动漂移流模型研究,2013.0,Chinese
832904,Influence of threading dislocations on GaN-based metal-semiconductor-metal ultraviolet photodetectors,2011.0,English
2094930,Statistically optimal estimation of Greenland Ice Sheet mass variations from GRACE monthly solutions using an improved mascon approach,2017.0,English
1501234,Complex Polymer Brush Gradients Based on Nanolithography and Surface-Initiated Polymerization,2012.0,English
2234072,"Macroorganism paleoecosystems during the middle-late Ediacaran Period in the Yangtze Block, South China",2015.0,English
2054731,Highly Regio- and Chemoselective Oxidative C-H/C-H Cross-Couplings of Anilines and Phenols Enabled by a Co-Oxidant-Free Rh(I)/Zn(NTf2)(2)/Air Catalytic System,2019.0,English
131332,Magnetic and microwave absorption properties of Ni microcrystals with hierarchical branch-like and flowers-like shapes,2013.0,English
536528,Recognition on climatic effects of land use/ land cover change under global warming,2013.0,English
2220485,广西现行生产应用的家蚕一代杂交种 亲本品种对家蚕微粒子病抗性的研究,2018.0,Chinese
744058,Microstructure and Mechanical Properties of Tin-Bismuth Solder Reinforced by Aluminum Borate Whiskers,2015.0,English
2115987,Study on influence of cylinder liner surface texture on lubrication performance for cylinder liner-piston ring components,2013.0,English
1329032,A Possible Reason to Induce Acute Graft-vs.-Host Disease After Hematopoietic Stem Cell Transplantation: Lack of Sirtuin-1 in CD4+ T Cells,2018.0,English
1088077,Advertising adapation strategy of global companies from developing countries: evidence from an exploratory study in China and in Thailand,2011.0,English
1352306,Increased expression of triggering receptor expressed on myeloid cells 1 and 2 in inflamed human gingiva,2017.0,English
858596,An efficient authentication and access control scheme for perception layer of Internet of Things,2014.0,English
1122481,独立科学家:特质、形成机理与政策启示,2014.0,Chinese
1335782,Bif-1通过影响Cdc42的表达和活性促进肿瘤细胞迁移和转移,2016.0,Chinese
1320530,Integrated analysis of long noncoding RNAs and mRNAs reveals their potential roles in the pathogenesis of uterine leiomyomas.,2014.0,English
2306572,先进的磁共振技术在血脑屏障中的运用和研究进展,2017.0,Chinese
2176782,拟偏b-距离空间中循环映射的不动点定理,2017.0,Chinese
1707170,污水生物处理系统中纳米颗粒污染物的影响,2014.0,Chinese
1266182,Simulation of temperature distribution in tumor Photothermal treatment,2018.0,English
1783302,Active fault tolerant attitude control for flexible spacecraft with loss of actuator effectiveness,2013.0,English
2060607,Competitive Binding Sites of a Ruthenium Arene Anticancer Complex on Oligonucleotides Studied by Mass Spectrometry: Ladder-Sequencing versus Top-Down,2013.0,English
1851624,微博网络地域Top-K 突发事件检测,2017.0,Chinese
1621959,Greenhouse gas emissions from different wetlands during the snow-covered season in Northeast China,2012.0,English
1342339,wist-related protein 1 negatively regulated osteoblastic transdifferentiation of human aortic valve interstitial cells by directly inhibiting runt-related transcription factor 2,2014.0,English
2239642,Theoretical Calculation of Pentachlorophenol Spectrum,2011.0,English
1184139,Ethanolic Ginkgo biloba leaf extract prevents renal fibrosis through Akt/mTOR signaling in diabetic nephropathy,2015.0,English
498547,农业遥感研究与应用进展,2014.0,Chinese
1644157,"&lt;span style=&quot;color:#333333;font-family:arial, Tahoma, Verdana, simsun, sans-serif;background-color:#FFFFFF;&quot;&gt;Microbiology, ecology, and application of the nitrite-dependent anaerobic methane oxidation process&lt;/span&gt;",2012.0,English
2251773,TIPS修饰的二噻并苯并二噻吩基太阳能电池材料研究,2017.0,Chinese
1384187,基于FPGA的多通道宽带数字频谱仪设计,2014.0,Chinese
85687,Study on the electromechanical coupling coefficient of Rayleigh-type surface acoustic waves in semi-infinite piezoelectrics/non-piezoelectrics superlattices,2014.0,English
1255204,慢性炎症诱导的肝脏脂质沉积小鼠模型中抵抗素表达的变化,2013.0,Chinese
894117,一种基于流的局部特性和多级查找的高效包分类算法,2013.0,Chinese
1996872,&lt;br class=&quot;MsoNormal&quot; /&gt; &lt;span style=&quot;font-family:&apos;Times New Roman&apos;;color:#000000;font-size:12pt;font-weight:normal;&quot;&gt;Development&amp;nbsp;and&amp;nbsp;characterization&amp;nbsp;of&amp;nbsp;monoclonal&amp;nbsp;ant,2014.0,English
132885,Linear invariant   generation for verification of nonlinear hybrid systems via conservative   approximation,2017.0,English
1546034,Astragaloside I Stimulates Osteoblast Differentiation Through the Wnt/-catenin Signaling Pathway,2016.0,English
290652,Preparation of packing type catalysts AAO@Al/Meso-SiO2-O3H for the dehydration of xylose into furfural.,2018.0,English
1335324,Increased expression of miRNA-182 in colorectal carcinoma: an independent and tissue-specific prognostic factor,2014.0,English
207678,Alcohol-Soluble Electron-Transport Small Molecule for Fully Solution-Processed Multilayer White Electrophosphorescent Devices,2014.0,English
147583,Co-Transcriptional Folding and Regulation Mechanisms of Riboswitches,2017.0,English
756306,Numerical simulation on the flow field characteristics and impact capability of liquid nitrogen jet,2018.0,English
793959,基于裂纹萌生的TBM刀盘地质匹配及失效研究,2017.0,Chinese
1479810,A highly sensitive ascorbic acid sensor based on carbon-supported CoPd nanoparticles,2014.0,English
1638930,NaCl改性人造沸石去除废水中氨氮的性能及其影响因素,2013.0,Chinese
